ID;ТУ;ДАТА;ПРОЕКТ;ЗАДАЧА;СОДЕРЖАНИЕ;РЕЗУЛЬТАТ;МЕСТО;ОЧТЕТ;ИНФО
4889;АЭР;29.09.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4890;АЭР;29.09.22;Чехов пресс;ПИР;схемы;неокончено;офис АЭР;;
4891;АЭР;30.09.22;Уралэнергосбыт;Сдача работ;Документы;ок;офис АЭР;;
4892;АЭР;30.09.22;ЭСКФ-2;ППО; -;неокончено;офис АЭР;;Волгоград
4893;АЭР;30.09.22;Глобус ТО;Сдача работ;Документы;ок;офис АЭР;;
4894;АЭР;30.09.22;Уралэнергосбыт;Бюджет; -;ок;офис АЭР;;
4895;АЭР;30.09.22; -; -; -;ок;офис АЭР;;
4896;АЭР;05.10.22;ЭСКФ-1;Техсопровождение; -;ок;командировка;;Жуковский
4897;АЭР;05.10.22;ЭСКФ-1;Техсопровождение; -;ок;офис АЭР;;Жуковский
4898;АЭР;05.10.22;Чехов пресс;Комплектация; -;ок;офис АЭР;;
4899;АЭР;05.10.22; -; -; -;ок;офис АЭР;;
4900;АЭР;06.10.22;Чехов пресс;МНР; -;ок;командировка;;
4901;АЭР;07.10.22; -;Ревизия дел; -;ок;офис АЭР;;
4902;АЭР;07.10.22; -; -; -;ок;офис АЭР;;
4903;АЭР;07.10.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4904;АЭР;07.10.22;Чехов пресс;ПИР;Исполнительная;ок;офис АЭР;;
4905;АЭР;10.10.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Воронеж
4906;АЭР;10.10.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Кирса
4907;АЭР;10.10.22;Тюмень Восток;МО; -;ок;офис АЭР;;ГТП-1
4908;АЭР;11.10.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Кирса
4909;АЭР;11.10.22;Тюмень Восток;ППО; -;неокончено;офис АЭР;;ГТП-3
4910;АЭР;11.10.22; -; -; -;ок;офис АЭР;;
4911;АЭР;12.10.22; -;Ревизия дел; -;ок;офис АЭР;;
4912;АЭР;12.10.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Кирса
4913;АЭР;12.10.22;ЭСКФ-3;ППО;Переговоры с заказчиком;ок;офис АЭР;;
4914;АЭР;12.10.22;Тюмень Восток;МО; -;ок;офис АЭР;;ГТП-1
4915;АЭР;12.10.22;Тюмень Восток;МО; -;ок;офис АЭР;;ГТП-3
4916;АЭР;13.10.22;Уралэнергосбыт;ПИР;техконтроль;ок;офис АЭР;;Кирса
4917;АЭР;13.10.22;Уралэнергосбыт;Конкурс;Анализ;ок;офис АЭР;;
4918;АЭР;13.10.22;Уралэнергосбыт;Конкурс;подготовка;неокончено;офис АЭР;;
4919;АЭР;13.10.22; -; -;Документы;ок;офис АЭР;;
4920;АЭР;13.10.22;ЭСКФ-2;ОЭ;Сверка данных;ок;офис АЭР;;Бартеньевская
4921;АЭР;13.10.22; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
4922;АЭР;14.10.22;ЭСКФ-2;МНР;Переговоры с подрядчиком;ок;офис АЭР;;Самара
4923;АЭР;14.10.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;Кирса
4924;АЭР;14.10.22;Чехов пресс;Маркетинг;Анализ;неокончено;офис АЭР;;
4925;АЭР;14.10.22;УСТЭК ТО;Конкурс;Анализ;неокончено;офис АЭР;;
4926;АЭР;14.10.22;ЭСКФ-2;ППО; -;ок;офис АЭР;;Волгоград
4927;АЭР;14.10.22;ЭСКФ-2;ППО; -;ок;офис АЭР;;Выборг
4928;АЭР;14.10.22;Уралэнергосбыт;ПИР; -;ок;офис АЭР;;воронеж
4929;АЭР;17.10.22;УСТЭК ТО;Конкурс;Анализ;неокончено;офис АЭР;;
4930;АЭР;17.10.22;Келлогг Псков;Конкурс;Анализ;неокончено;офис АЭР;;
4931;АЭР;17.10.22; -; -; -;ок;офис АЭР;;
4932;АЭР;18.10.22;Уралэнергосбыт: Псков;Конкурс;подготовка;ок;офис АЭР;;МНР
4933;АЭР;18.10.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Воронеж
4934;АЭР;18.10.22; -; -; -;ок;офис АЭР;;
4935;АЭР;18.10.22;Уралэнергосбыт: Псков;Конкурс;Документы;ок;офис АЭР;;поставка
4936;АЭР;19.10.22; -; -; -;ок;отпуск;;
4937;АЭР;20.10.22; -; -; -;ок;отпуск;;
4938;АЭР;24.10.22; -; -; -;ок;офис АЭР;;
4939;АЭР;24.10.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Воронеж
4940;АЭР;24.10.22;ЭСКФ-3;ППО; -;неокончено;офис АЭР;;Ставрополь
4941;АЭР;24.10.22; -;Техническое развитие; -;ок;офис АЭР;;аналоги Визио
4942;АЭР;25.10.22;Уралэнергосбыт: Псков;Комплектация;Счета/заказы;ок;офис АЭР;;
4943;АЭР;25.10.22;Уралэнергосбыт: Псков;Комплектация;Переговоры с подрядчиком;ок;офис АЭР;;Котов Всилий
4944;АЭР;25.10.22;Уралэнергосбыт;ПИР;Документы;ок;офис АЭР;;Воронеж
4945;АЭР;25.10.22; -;Маркетинг;Продажа остатков;ок;офис АЭР;;
4946;АЭР;25.10.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4947;АЭР;26.10.22;Уралэнергосбыт: Псков;Комплектация; -;ок;офис АЭР;;
4948;АЭР;26.10.22;Уралэнергосбыт: Кирса;МНР;Переговоры с подрядчиком;ок;офис АЭР;;Денис Лепешкин
4949;АЭР;26.10.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4950;АЭР;26.10.22;ТОБЭСК: Москабельмет;ТКП;Анализ исходных;неокончено;офис АЭР;;
4951;АЭР;26.10.22;ТОБЭСК: JTI;ТКП;Анализ исходных;неокончено;офис АЭР;;
4952;АЭР;26.10.22;Уралэнергосбыт: Псков;Договор;Документы;ок;офис АЭР;;
4953;АЭР;26.10.22;Уралэнергосбыт: Кирса;Бюджет; -;ок;офис АЭР;;
4954;АЭР;27.10.22; -; -; -;ок;командировка;;
4955;АЭР;28.10.22; -; -; -;ок;командировка;;
4956;АЭР;31.10.22;Уралэнергосбыт: Воронеж;МНР;Оценка стоимости;ок;офис АЭР;;
4957;АЭР;31.10.22; -; -; -;ок;офис АЭР;;
4958;АЭР;31.10.22;Уралэнергосбыт: Псков;МНР;подготовка;неокончено;офис АЭР;;
4959;АЭР;01.11.22;Уралэнергосбыт: Псков;МНР;Переговоры с подрядчиком;ок;офис АЭР;;Белоусов, Афонин
4960;АЭР;01.11.22;Уралэнергосбыт: Псков;МНР;Переговоры с поставщиком;неокончено;офис АЭР;;
4961;АЭР;01.11.22;Уралэнергосбыт: Кирса;Сдача работ;Документы;ок;офис АЭР;;
4962;АЭР;01.11.22;Уралэнергосбыт: Воронеж;Бюджет; -;неокончено;офис АЭР;;
4963;АЭР;01.11.22; -; -; -;ок;офис АЭР;;
4964;АЭР;02.11.22;Уралэнергосбыт: Псков;МНР;подготовка;неокончено;офис АЭР;;
4965;АЭР;02.11.22;Уралэнергосбыт: Кирса;Сдача работ;Документы;ок;офис АЭР;;
4966;АЭР;02.11.22;Уралэнергосбыт: Воронеж;Бюджет; -;ок;офис АЭР;;
4967;АЭР;02.11.22;Уралэнергосбыт: Псков;МНР;Переговоры с подрядчиком;ок;офис АЭР;;Белявцев
4968;АЭР;02.11.22; -;Ревизия дел; -;ок;офис АЭР;;
4969;АЭР;02.11.22;ЭСКФ-2;МНР; -;ок;офис АЭР;;ШС
4970;АЭР;03.11.22;Уралэнергосбыт: Воронеж;Бюджет;Переговоры с заказчиком;ок;офис АЭР;;
4971;АЭР;03.11.22;Глобус ТО;Техсопровождение; -;ок;офис АЭР;;
4972;АЭР;03.11.22; -; -; -;ок;офис АЭР;;
4973;АЭР;03.11.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4974;АЭР;07.11.22;ЭСКФ-2;МНР;подготовка;ок;отпуск;;Самара
4975;АЭР;08.11.22;Уралэнергосбыт: Псков;МНР;Переговоры с подрядчиком;ок;офис АЭР;;
4976;АЭР;08.11.22;Уралэнергосбыт: Воронеж;ПИР; -;ок;офис АЭР;;
4977;АЭР;08.11.22; -; -; -;ок;офис АЭР;;
4978;АЭР;09.11.22; -; -;Логистика;ок;командировка;;почта
4979;АЭР;09.11.22;Уралэнергосбыт: Псков;МНР;Логистика;ок;командировка;;Ниеншанц
4980;АЭР;09.11.22;Уралэнергосбыт: Воронеж;ПИР;техконтроль;ок;офис АЭР;;
4981;АЭР;09.11.22;Уралэнергосбыт: Псков;МНР; -;ок;офис АЭР;;шлюз
4982;АЭР;09.11.22;ЭСКФ-1;Техсопровождение; -;ок;офис АЭР;;Зеленодольская
4983;АЭР;09.11.22; -; -; -;ок;офис АЭР;;
4984;АЭР;10.11.22;ЭСКФ-3;ППО;Анализ;ок;офис АЭР;;Ставрополь
4985;АЭР;10.11.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
4986;АЭР;10.11.22;ЭСКФ-1;Техсопровождение; -;ок;офис АЭР;;Домодедово
4987;АЭР;10.11.22; -; -; -;ок;офис АЭР;;
4988;КВБ;10.11.22;ESA_DB;Разработка; -;ок;офис АЭР;;
4989;КВБ;10.11.22;ESA_DB;Разработка; -;ок;дома;;
4990;КВБ;11.11.22;ESA_DB;Разработка; -;ок;дома;;
4991;КВБ;11.11.22;ЭСКФ-1;Техсопровождение; -;ок;офис АЭР;;Домодедово
4992;КВБ;11.11.22;Уралэнергосбыт: Воронеж;ПИР;техконтроль;ок;офис АЭР;;
4993;КВБ;11.11.22; -; -; -;ок;офис АЭР;;
4994;КВБ;12.11.22;ESA_DB;Разработка; -;ок;дома;;
4995;КВБ;13.11.22;ESA_DB;Разработка; -;ок;дома;;
4996;КВБ;14.11.22;ESA_DB;Разработка; -;ок;дома;;
4997;АЭР;14.11.22;ЭСКФ-2; -; -;ок;офис АЭР;;
4998;АЭР;14.11.22;ЭСКФ-3;Бюджет; -;ок;офис АЭР;;Ставрополь
4999;АЭР;14.11.22;Уралэнергосбыт: Псков;МНР;Переговоры с подрядчиком;неокончено;офис АЭР;;
5000;АЭР;14.11.22;ESA_DB;Разработка; -;ок;офис АЭР;;
5001;АЭР;14.11.22;БПЮ квартира;ПИР; -;неокончено;офис АЭР;;
5002;АЭР;15.11.22;БПЮ квартира;ПИР; -;неокончено;офис АЭР;;
5003;АЭР;15.11.22;ЭСКФ-2; -; -;ок;офис АЭР;;
5004;АЭР;15.11.22; -; -; -;ок;офис АЭР;;
5005;АЭР;16.11.22; -; -;Логистика;ок;командировка;;почта
5006;АЭР;16.11.22;ЭСКФ-2;МО;поверка ТТ ТН;неокончено;офис АЭР;;Липецк
5007;АЭР;16.11.22; -;Ревизия дел; -;ок;офис АЭР;;
5008;АЭР;16.11.22; -;ОТ и ТБ; -;ок;офис АЭР;;
5009;АЭР;16.11.22;ЭСКФ-2;МО;осмотр ТТ ТН;неокончено;офис АЭР;;Самара
5010;АЭР;16.11.22;БПЮ квартира;ПИР; -;ок;офис АЭР;;
5011;АЭР;17.11.22;БПЮ квартира; -; -;ок;офис АЭР;;
5012;АЭР;17.11.22;ЭСКФ-2;МО;осмотр ТТ ТН;неокончено;офис АЭР;;Самара
5013;АЭР;17.11.22;ЭСКФ-2; -; -;ок;офис АЭР;;
5014;АЭР;18.11.22;ЭСКФ-2; -; -;ок;офис АЭР;;
5015;АЭР;18.11.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
5016;АЭР;18.11.22;БПЮ квартира; -; -;неокончено;офис АЭР;;
5017;АЭР;18.11.22;ESA_DB;Разработка; -;неокончено;офис АЭР;;WEB
5018;КВБ;19.11.22;ESA_DB;Разработка; -;неокончено;офис АЭР;;WEB
5019;АЭР;22.11.22; -; -;Логистика;ок;дома;;почта
5020;АЭР;23.11.22;ESA_DB;Разработка; -;неокончено;дома;;WEB
5021;АЭР;23.11.22; -;Обслуживание офиса; -;ок;дома;;
5022;АЭР;24.11.22;Уралэнергосбыт: Псков; -; -;ок;дома;;
5023;АЭР;24.11.22;ЭСКФ-2;МО;Документы;неокончено;дома;;
5024;АЭР;24.11.22;ЭСКФ-2;МНР; -;неокончено;дома;;Самара
5025;АЭР;25.11.22;ЭСКФ-2;МНР; -;неокончено;дома;;Самара
5026;АЭР;25.11.22;ЭСКФ-2;ППО;подготовка;неокончено;дома;;Самара
5027;АЭР;25.11.22;ЭСКФ-2;МО;Документы;неокончено;дома;;
5028;ЭС;25.11.22;КнААЗ;Сдача работ; -;ок;дома;;
5029;АЭР;28.11.22;НМОУ;Сдача работ;Документы;ок;командировка;;
5030;АЭР;28.11.22;Уралэнергосбыт: Воронеж;Сдача работ;Документы;ок;офис АЭР;;
5031;АЭР;28.11.22;ЭСКФ-2;МО;Документы;неокончено;офис АЭР;;
5032;АЭР;28.11.22; -; -;Логистика;ок;офис АЭР;;
5033;АЭР;29.11.22;ЭСКФ-2;МО;Документы;неокончено;офис АЭР;;
5034;АЭР;29.11.22;ЭСКФ-2;МО;осмотр ТТ ТН;неокончено;офис АЭР;;Самара
5035;АЭР;29.11.22; -; -; -;ок;офис АЭР;;
5036;АЭР;30.11.22;ЭСКФ-2; -; -;ок;офис АЭР;;
5037;АЭР;30.11.22; -;Техническое развитие; -;ок;офис АЭР;;AdminTool
5038;АЭР;30.11.22;ЭСКФ-2;МНР; -;ок;офис АЭР;;Самара
5039;АЭР;30.11.22;ЭСКФ-2;МНР; -;неокончено;офис АЭР;;Волгоград
5040;АЭР;30.11.22;Уралэнергосбыт: Воронеж;Сдача работ;Документы;ок;офис АЭР;;
5041;АЭР;30.11.22;ESA_DB;Разработка; -;ок;офис АЭР;;WEB
5042;АЭР;01.12.22; -; -;Логистика;ок;командировка;;почта
5043;АЭР;01.12.22;ЭСКФ-2;Техсопровождение; -;ок;офис АЭР;;Самара
5044;АЭР;01.12.22;ВЭН;МО;Документы;неокончено;офис АЭР;;
5045;АЭР;02.12.22;ЭСКФ-2;Техсопровождение; -;неокончено;дома;;Липецк
5046;АЭР;02.12.22;ВЭН;МО;Документы;ок;офис АЭР;;
5047;АЭР;02.12.22;БПЮ квартира;ППО; -;ок;командировка;;
5048;АЭР;06.12.22;ЭСКФ-2; -; -;ок;офис АЭР;;
5049;АЭР;06.12.22;Уралэнергосбыт: Кирса;Комплектация;Документы;неокончено;офис АЭР;;
5050;АЭР;06.12.22; -; -; -;ок;офис АЭР;;
5051;АЭР;06.12.22;НМОУ;Сдача работ;Документы;ок;командировка;;
5052;АЭР;07.12.22;а/п Емельяново;Конкурс;анализ;неокончено;офис АЭР;;
5053;АЭР;07.12.22;Уралэнергосбыт: Кирса;Комплектация;Документы;ок;офис АЭР;;
5054;АЭР;07.12.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
5055;АЭР;07.12.22; -;Ревизия дел;Документы;ок;офис АЭР;;
5056;АЭР;07.12.22;ЭСКФ-2; -; -;ок;офис АЭР;;
5057;АЭР;08.12.22;НМОУ;Сдача работ;Документы;ок;офис АЭР;;
5058;АЭР;08.12.22;а/п Емельяново;Конкурс;анализ;ок;офис АЭР;;
5059;ЭС;08.12.22;КнААЗ;Сдача работ;Документы;ок;офис АЭР;;
5060;АЭР;08.12.22;БПЮ квартира;ПИР; -;ок;офис АЭР;;
5061;АЭР;09.12.22;БПЮ квартира;СМР; -;ок;командировка;;
5062;КВБ;11.12.22;ESA_DB;Разработка; -;ок;дома;;
5063;АЭР;12.12.22; -; -; -;ок;офис АЭР;;
5064;КВБ;12.12.22;ESA_DB;Разработка; -;ок;офис АЭР;;
5065;АЭР;12.12.22;Уралэнергосбыт: Псков;МНР;подготовка;неокончено;офис АЭР;;
5066;АЭР;12.12.22;ЭСКФ-2;МО;поверка ТТ ТН;неокончено;офис АЭР;;Липецк
5067;АЭР;13.12.22;ЭСКФ-2;МО;поверка ТТ ТН;неокончено;офис АЭР;;Липецк
